Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"risico";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat er niet veilig verder geboord kan worden vanwege een niet nader omschreven risico."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"risicoGrondwaterdruk";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat de grondwaterdruk te hoog is om veilig verder te kunnen boren."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"storingOrganisatorisch";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat er een organisatorisch probleem is opgetreden. "
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"storingTechnisch";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat er een technisch probleem is opgetreden."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"werkwaterverlies";"Ja";"Ja";"Het onderzoek is voortijdig gestopt omdat het werkwater zeer snel wegstroomde."
"Stopcriterium";"urn:bro:bhrgt:StopCriterion";"onbekend";"Nee";"Ja";"Het onderzoek is voortijdig gestopt. De reden is niet bekend."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"amorf";"Ja";"Ja";"Geen zichtbare plantaardige structuur, sponsachtige consistentie."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"fijnPseudoVezelig";"Ja";"Ja";"Mengsel van vezels met een lengte kleiner dan 1 mm en amorfe massa."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"fijnvezelig";"Ja";"Ja";"Vezelige structuur, vezels met een lengte kleiner dan 1 mm, eenvoudig te herkennen plantaardige structuur, behoudt enige sterkte."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"grofPseudoVezelig";"Ja";"Ja";"Mengsel van vezels met een lengte of diameter groter dan 1 mm en amorfe massa."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"grofvezelig";"Ja";"Ja";"Vezelige structuur, vezels met een lengte of diameter groter dan 1 mm, eenvoudig te herkennen plantaardige structuur, behoudt enige sterkte."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"zwakAmorfNEN5104";"Nee";"Ja";"Niet tot zwak vergane plantenresten. Bij handpersen ontwijkt geen veen tussen de vingers en het uitgeperste water is kleurloos tot troebel. Een klasse onder NEN 5104."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"matigAmorfNEN5104";"Nee";"Ja";"Matig vergane plantenresten, de structuur is nog zichtbaar. Bij handpersen glijdt veel van het veen tussen de vingers door en het uitgeknepen water is troebel. Een klasse onder NEN 5104."
"TextuurOrganischeGrond";"urn:bro:bhrgt:OrganicSoilTexture";"sterkAmorfNEN5104";"Nee";"Ja";"Zeer sterk vergane plantenresten, structuur ontbreekt geheel. Bij handpersen glijdt het grootste deel van het veen tussen de vingers door. Een klasse onder NEN 5104."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"bevriezing";"Ja";"Ja";"Voor de start van het onderzoek was de ondergrond ten behoeve van andere werkzaamheden bevroren."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"bouwput";"Ja";"Ja";"Voor de start van het onderzoek was de ondergrond ten behoeve van bouwwerkzaamheden uitgegraven."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"bronbemaling";"Ja";"Ja";"Voor de start van het onderzoek was de grondwaterstand verlaagd ten behoeve van andere werkzaamheden."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"injectie";"Ja";"Ja";"Voor de start van het onderzoek was er materiaal in de ondergrond geïnjecteerd ten behoeve van andere werkzaamheden. "
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"vacuumconsolidatie";"Ja";"Ja";"Voor de start van het onderzoek was er in de ondergrond vacuumconsolidatie toegepast ten behoeve van andere werkzaamheden."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"verticaleDrainage";"Ja";"Ja";"Voor de start van het onderzoek was de ondergrond tot op enige diepte verticaal gedraineerd (met strips, grindpalen, etc.) ten behoeve van andere werkzaamheden."
"TijdelijkeVerandering";"urn:bro:bhrgt:TemporaryChange";"voorbelasting";"Ja";"Ja";"Voor de start van het onderzoek was de ondergrond voorbelast ten behoeve van andere werkzaamheden. "
"ToegepastOptischModel";"urn:bro:bhrgt:UsedOpticalModel";"Fraunhofer";"Ja";"Ja";"Het meetresultaat van de laserdiffractie is met behulp van het Fraunhofermodel op basis van lichtverstrooiing omgerekend naar de korrelgrootteverdeling. Het Fraunhofermodel is met name geschikt voor materiaal met grote korrels."
"ToegepastOptischModel";"urn:bro:bhrgt:UsedOpticalModel";"Mie";"Ja";"Ja";"Het meetresultaat van de laserdiffractie is met behulp van het Miemodel op basis van lichtbuiging (refractie) omgerekend naar de korrelgrootteverdeling. Het Miemodel is met name geschikt voor fijne korrels."
"TreksterkteVeen";"urn:bro:bhrgt:PeatTensileStrength";"geen";"Ja";"Ja";"De vezels grijpen niet in elkaar. Monsters zonder treksterkte geven geen weerstand bij het uit elkaar trekken, de vezels zijn te klein of afwezig om in elkaar te haken."
"TreksterkteVeen";"urn:bro:bhrgt:PeatTensileStrength";"laag";"Ja";"Ja";"De vezels grijpen iets in elkaar. Bij monsters met een lage treksterkte glijden de vezels langs elkaar zonder veel weerstand. Dit komt voor bij monster die veel kleine vezels hebben en enkele grote vezels."
"TreksterkteVeen";"urn:bro:bhrgt:PeatTensileStrength";"matig";"Ja";"Ja";"De vezels grijpen in elkaar. Bij monsters met een matige treksterkte wordt weerstand gevoeld bij het uit elkaar trekken van de grond. De vezels blijven aan elkaar haken en vormen een netwerk dat de grond ondersteunt"
"TreksterkteVeen";"urn:bro:bhrgt:PeatTensileStrength";"hoog";"Ja";"Ja";"De vezels grijpen sterk in elkaar. Bij monsters met een hoge treksterkte wordt veel weerstand gevoeld bij het uit elkaar trekken. De vezels vormen een netwerk of mat. Bij het uit elkaar trekken breken of knappen vezels."
"TypeAnalyse";"urn:bro:bhrgt:AnalysisType";"basisparameter";"Ja";"Ja";"Er zijn alleen een of meer basisparameters bepaald en dat zijn het watergehalte, het organischestofgehalte, het kalkgehalte, de volumieke massa en de volumieke massa vaste delen. Voor dit type analyse volstaat een interval met een lengte van 2 cm. De monsterkwaliteit stelt geen beperkingen. Alleen wanneer de volumieke massa is bepaald is de vereiste monsterkwaliteit gelijk aan QM1, QM2 of QM3."
"TypeAnalyse";"urn:bro:bhrgt:AnalysisType";"korrelgrootteverdeling";"Ja";"Ja";"De korrelgrootteverdeling is bepaald, en de maximale ongedraineerde schuifsterkte en de verticale vervorming zijn beide niet bepaald. Van de basisparameters is het watergehalte altijd bepaald, kunnen het organischestofgehalte, het kalkgehalte, de volumieke massa en de volumieke massa vaste delen zijn bepaald. Dit type analyse vereist een interval met een minimum lengte van 5 cm. De monsterkwaliteit stelt geen beperkingen. Alleen wanneer ook de volumieke massa is bepaald is de vereiste monsterkwaliteit gelijk aan QM1, QM2 of QM3."
"TypeAnalyse";"urn:bro:bhrgt:AnalysisType";"korrelgrootteverdelingMaximaleSchuifsterkte";"Ja";"Ja";"De korrelgrootteverdeling en de maximale ongedraineerde schuifsterkte zijn bepaald en de verticale vervorming is niet bepaald. Van de basisparameters is het watergehalte altijd bepaald, kunnen het organischestofgehalte, het kalkgehalte, de volumieke massa en de volumieke massa vaste delen zijn bepaald. Dit type analyse vereist een interval met een minimum lengte van 5 cm. De vereiste monsterkwaliteit is QM1, QM2 of QM3. "
"TypeAnalyse";"urn:bro:bhrgt:AnalysisType";"maximaleSchuifsterkte";"Ja";"Ja";"De maximale ongedraineerde schuifsterkte is bepaald en de korrelverdeling en de verticale vervoming zijn beide niet bepaald. Van de basisparameters kunnen het watergehalte, het organischestofgehalte en het kalkgehalte zijn bepaald.Dit type analyse vereist een interval met een minimum lengte van 5 cm. De vereiste monsterkwaliteit is QM1, QM2 of QM3."
"TypeAnalyse";"urn:bro:bhrgt:AnalysisType";"verticaleVervorming";"Ja";"Ja";"De verticale vervorming is bepaald en de maximale ongedraineerde schuifsterkte en de korrelverdeling zijn beide niet bepaald. Van de basisparameters zijn altijd de volumieke massa en het watergehalte bepaald. Het organischestofgehalte, het kalkgehalte en de volumieke massa vaste delen kunnen zijn bepaald.Dit type analyse vereist een interval met een lengte van 2 cm (de hoogte van de ring) en dan moet het monster eigenlijk zo breed zijn dat er voldoende materiaal overblijft om daarvan het watergehalte te bepalen. Is er niet genoeg materiaal dan zijn er twee mogelijkheden. Het heeft de voorkeur het watergehalte op hetzelfde materiaal te bepalen en dit doet men door het beproefde materiaal te drogen en het watergehalte te berekenen; in dit geval spreekt men over <i>bepaling achteraf</i>. De tweede optie is het interval te verlengen tot 5 cm; het watergehalte wordt dan zogezegd <i>bepaald aan de afsnijdsels</i>. De vereiste monsterkwaliteit is QM1, QM2 of QM3."
"TypeDiscontinuïteit";"urn:bro:bhrgt:DiscontinuityType";"antropogeen";"Ja";"Ja";"Grensvlak in antropogene grond dat niet als laagscheiding kan worden beschreven."
"TypeDiscontinuïteit";"urn:bro:bhrgt:DiscontinuityType";"krimpscheur";"Ja";"Ja";"Een meestal verticale opening in kleilagen ontstaan door rijpingsproces. Kunnen in grond van recente tot prepleistocene ouderdom voorkomen."
"TypeDiscontinuïteit";"urn:bro:bhrgt:DiscontinuityType";"schuifvlak";"Ja";"Ja";"Een door afschuiving ontstaan vlak. Kan parallel aan gelaagdheid en door gelaagdheid heen voorkomen. Voorbeelden zijn schuifvlakken in de buurt van een wiel (dijkdoorbraak) en schuifvlakken in glaciaal belaste klei."
"TypeDiscontinuïteit";"urn:bro:bhrgt:DiscontinuityType";"vorstwig";"Ja";"Ja";"Een met ingevallen grond gevulde ruimte die ontstaan is door smelten van in de ijstijd gegroeide ijslenzen en –wiggen."
"TypeIngreep";"urn:bro:bhrgt:ActivityType";"gecontroleerdAangebracht";"Ja";"Ja";"Opgebracht materiaal dat tot een bepaalde graad verdicht is (engineered fill)."
"TypeIngreep";"urn:bro:bhrgt:ActivityType";"geroerd";"Ja";"Ja";"De natuurlijke samenhang van de grond is door ploegen of andere vormen van omwoelen verstoord."
"TypeIngreep";"urn:bro:bhrgt:ActivityType";"losGestort";"Ja";"Ja";"Opgebracht materiaal dat los gestort is."
"TypeIngreep";"urn:bro:bhrgt:ActivityType";"onbekend";"Nee";"Ja";"Het is niet bekend op welke wijze de mens in de opbouw van de ondergrond heeft ingegrepen."
"TypeVermenging";"urn:bro:bhrgt:MixingType";"bioturbaat";"Ja";"Ja";"De grond is, kort na afzetting van het sediment, vermengd door de activiteit van gravende en borende dierlijke organismen."
"TypeVermenging";"urn:bro:bhrgt:MixingType";"kryoturbaat";"Ja";"Ja";"De grond is, na afzetting van het sediment, vermengd door herhaaldelijk bevriezen en ontdooien."
"TypeVermenging";"urn:bro:bhrgt:MixingType";"vervloeiing";"Ja";"Ja";"De grond is, na afzetting van het sediment, vermengd door een proces dat bodemvloeiing heet."
"Vakgebied";"urn:bro:bhrgt:Discipline";"geotechniek";"Ja";"Ja";"Booronderzoek uitgevoerd vanuit geotechnische expertise."
"Vakgebied";"urn:bro:bhrgt:Discipline";"geotechniekArcheologie";"Ja";"Ja";"Booronderzoek uitgevoerd vanuit geotechnische expertise met ondersteuning vanuit archeologische expertise."
"Vakgebied";"urn:bro:bhrgt:Discipline";"geotechniekArcheologieMilieukunde";"Ja";"Ja";"Booronderzoek uitgevoerd vanuit geotechnische expertise met ondersteuning vanuit archeologische en milieukundige expertise."
"Vakgebied";"urn:bro:bhrgt:Discipline";"geotechniekMilieukunde";"Ja";"Ja";"Booronderzoek uitgevoerd vanuit geotechnische expertise met ondersteuning vanuit milieukundige expertise."
"Veensoort";"urn:bro:bhrgt:PeatType";"bosveen";"Ja";"Ja";"Het veen bestaat uit een bruinkleurige matrix die weinig samenhang vertoont met daarin licht geel- tot roodbruine resten van hout die typisch millimeters tot decimeters groot zijn. Dit type veen kan een relatief grote minerale component hebben."
"Veensoort";"urn:bro:bhrgt:PeatType";"heideveen";"Ja";"Ja";"Het veen bestaat uit een samenhangende bruin- tot zwartkleurige matrix van fijn vezelig materiaal met daarin veel als zodanig herkenbare roodbruine resten van worteltjes en takjes van heide: dunne, kronkelige, houtige resten van typisch centimeters lengte. Dit type veen is gewoonlijk mineraalarm."
"Veensoort";"urn:bro:bhrgt:PeatType";"mosveen";"Ja";"Ja";"Het veen heeft veelal een platige structuur en bestaat voornamelijk uit zeer fijne bruinkleurige vezeltjes met een schilferig uiterlijk. Dit type veen is gewoonlijk mineraalarm. "
"Veensoort";"urn:bro:bhrgt:PeatType";"rietveen";"Ja";"Ja";"Het veen bestaat voornamelijk uit als zodanig herkenbare geelkleurige resten van riet: glanzende, platte, fijne worteltjes, typisch millimeters groot en resten van wortelstokken en stengels, typisch centimeters tot decimeters groot. Dit type veen kan een relatief grote minerale component hebben."
"Veensoort";"urn:bro:bhrgt:PeatType";"veenmosveen";"Ja";"Ja";"Het veen bestaat voornamelijk uit als zodanig herkenbare resten van veenmos: gelige blaadjes en stengeltjes die typisch millimeters tot centimeters groot zijn. Dit type veen is gewoonlijk mineraalarm."
"Veensoort";"urn:bro:bhrgt:PeatType";"wollegrasveen";"Ja";"Ja";"Het veen bevat als zodanig herkenbare resten van borstels van de basale bladscheden van eenarig wollegras: haren met typisch een lengte van een of enkele centimeters. Dit type veen is gewoonlijk mineraalarm en heeft een bruinige kleur."
"Veensoort";"urn:bro:bhrgt:PeatType";"zeggeveen";"Ja";"Ja";"Het veen bestaat voornamelijk uit als zodanig herkenbare resten van zegge: dunne worteltjes die typisch millimeters tot centimeters groot zijn, platte vooral brede bladresten die typisch millimeters tot centimeters lang zijn en licht geel tot bruin van kleur zijn. Dit type veen kan een geringe minerale component hebben."
"Veensoort";"urn:bro:bhrgt:PeatType";"scheuzeriaveen";"Nee";"Ja";"Het veen bestaat voornamelijk uit als zodanig herkenbare resten van Scheuchzeria: platte, kronkelige, bruine lichtglanzende stengels met dicht op elkaar staande knopen met typisch een lengte van een of enkele centimeters. Dit type veen is gewoonlijk mineraalarm."
"Verkleuring";"urn:bro:bhrgt:Discolouration";"nietVerkleurd";"Ja";"Ja";"Geen zichtbare verkleuring van gesteentemateriaal, eventueel met lichte verkleuring op discontinuïteitsvlakken."
"Verkleuring";"urn:bro:bhrgt:Discolouration";"gedeeltelijkVerkleurd";"Ja";"Ja";"Het materiaal is verkleurd, maar niet door en door. "
"Verkleuring";"urn:bro:bhrgt:Discolouration";"volledigVerkleurd";"Ja";"Ja";"Het materiaal is door en door verkleurd."
"VerticaalReferentievlak";"urn:bro:bhrgt:VerticalDatum";"LAT";"Ja";"Ja";"Laagst mogelijke waterstand gebaseerd op de stand van zon en maan (Lowest Astronomical Tide)."
"VerticaalReferentievlak";"urn:bro:bhrgt:VerticalDatum";"MSL";"Ja";"Ja";"Gemiddeld zeeniveau (Mean Sea Level)."
"VerticaalReferentievlak";"urn:bro:bhrgt:VerticalDatum";"NAP";"Ja";"Ja";"Normaal Amsterdams Peil."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"geen";"Ja";"Ja";"Er is voorafgaand aan de bepaling geen materiaal verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"antropogeenStenigBestanddeel";"Ja";"Ja";"Voorafgaand aan de bepaling is stenig antropogeen materiaal verwijderd en dat is licht stenig ophoogmateriaal, puin, stenen, verbrandingsresten en wegverhardingsmateriaal."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"grind";"Ja";"Ja";"Voorafgaand aan de bepaling is grind en grover materiaal verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"houtskool";"Ja";"Ja";"Voorafgaand aan de bepaling zijn door verbranding verkoolde resten van hout verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"kalkconcreties";"Ja";"Ja";"Voorafgaand aan de bepaling zijn concreties die door carbonaat tot een geheel zijn verkit verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"koolzureKalk";"Ja";"Ja";"Voorafgaand aan de bepaling van de korrelgrootteverdeling is de koolzure kalk verwijderd met HCl (0,2 M) en is het gehalte van de verwijderde kalk bepaald (<i>Bepaling kalkgehalte</i>)."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"organischeStof";"Ja";"Ja";"Voorafgaand aan de bepaling van de korrelgrootteverdeling is het organische stof verwijderd met H2O2 (20%) en is het gehalte van het verwijderde organische stof bepaald (<i>Bepaling organischestofgehalte</i>)."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"plantenrestenHoutig";"Ja";"Ja";"Voorafgaand aan de bepaling zijn houtige, onverteerde resten van planten, zoals stammen en takken verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"plantenrestenNietHoutig";"Ja";"Ja";"Voorafgaand aan de bepaling zijn niet-houtige, onverteerde resten van planten, zoals worteltjes, rietstengels en bladeren verwijderd."
"VerwijderdMateriaal";"urn:bro:bhrgt:RemovedMaterial";"schelpmateriaal";"Ja";"Ja";"Voorafgaand aan de bepaling zijn schelpen en resten van schelpen verwijderd."
"Voorbehandeling";"urn:bro:bhrgt:PreTreatment";"geen";"Ja";"Ja";"Er heeft tijdens het boren geen voorbehandeling plaatsgevonden."
"Voorbehandeling";"urn:bro:bhrgt:PreTreatment";"bevriezing";"Ja";"Ja";"De uitvoerder heeft het interval tijdens het boren bevroren."
"Voorbehandeling";"urn:bro:bhrgt:PreTreatment";"injectieDragendVermogen";"Ja";"Ja";"De uitvoerder heeft het interval tijdens het boren geïnjecteerd met materiaal om het dragend vermogen te vergroten."
"Voorbehandeling";"urn:bro:bhrgt:PreTreatment";"injectieWaterdoorlatendheid";"Ja";"Ja";"De uitvoerder heeft het interval tijdens het boren geïnjecteerd met materiaal om de waterdoorlatendheid te verkleinen."
"Voorbehandeling";"urn:bro:bhrgt:PreTreatment";"onbekend";"Nee";"Ja";"Het is onbekend of er tijdens het boren voorbehandeling heeft plaatsgevonden."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"geen";"Ja";"Ja";"De uitvoerder heeft geen voorbereidende werkzaamheden uitgevoerd."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"bevriezing";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen de ondergrond tot op een bepaalde diepte bevroren."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"injectieDragendVermorgen";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen de ondergrond tot op een bepaalde diepte geïnjecteerd met materiaal om het dragend vermogen te vergroten."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"injectieWaterdoorlatendheid";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen de ondergrond tot op een bepaalde diepte geïnjecteerd met materiaal om de waterdoorlatendheid te verkleinen. "
"Voorbereiding";"urn:bro:bhrgt:Preparation";"tijdelijkeVerbuizingVooraf";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen tot op een bepaalde diepte in de ondergrond een buis aangebracht."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"vacuümconsolidatie";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen tot op een bepaalde diepte in de ondergrond vacuümconsolidatie toegepast."
"Voorbereiding";"urn:bro:bhrgt:Preparation";"verticaleDrainage";"Ja";"Ja";"De uitvoerder heeft voordat met boren is begonnen de ondergrond tot op een bepaalde diepte verticaal gedraineerd (strips, grindpalen, etc.)."
"Wandwrijvingcorrectiemethode";"urn:bro:bhrgt:WallFrictionCorrectionMethod";"nietToegepast";"Ja";"Ja";"De verticale vervorming is niet gecorrigeerd voor wrijving in de ring."
"Wandwrijvingcorrectiemethode";"urn:bro:bhrgt:WallFrictionCorrectionMethod";"wrijvingAangenomen";"Ja";"Ja";"De verticale vervorming is gecorrigeerd voor wrijving in de ring. De wrijving is een aangenomen waarde op basis van het <i>Protocol laboratoriumproeven voor grondonderzoek aan waterkeringen</i>, 2019."
